Rating,Reviews,Brand,Product_Name,Price,Size,Category
4.3,10.0,ZAROON PRODUCTION,RIBBED SLIVLESS COLLAR TOP,270,XS,tops
,,ZAROON PRODUCTION,RIBBED BARFI SHRUG,289,L,tops
3.7,19.0,FLiCKA,Lipstick - Twinkle Twinkle 01,435,4-5 ML,lipstick
,,ZAROON PRODUCTION,Lavender Crop Top,270,S,tops
,,Bhartiye Products,Structured Handheld Bag,750,Onesize,handbags
4.4,668.0,OROSSENTIALS,Small Oval Wooden Hair Brush,432,Onesize,hair brush and comb
,,ZAROON PRODUCTION,Ribbed V-Neck Top,295,L,tops
,,ZAROON PRODUCTION,Brown V-Neck Top,295,XS,tops
4.5,300.0,KAMA AYURVEDA,Sustain Unisex Cleansing Foam 100 ml,2295,90-100 ML,face wash and cleanser
3.4,5.0,ZAROON PRODUCTION,Pink Ribbed Crop Top,270,XXS,tops
3.4,5.0,ZAROON PRODUCTION,Red Ribbed Crop Top,270,S,tops
4.3,14500.0,WOW SKIN SCIENCE,Face Wash with Built-In Brush,298,125-150 ML,face wash and cleanser
3.4,5.0,ZAROON PRODUCTION,Ribbed Crop Top,276,XS,tops
,,ZAROON PRODUCTION,HALF SLEEVES LINING COLLAR TOP,258,XS,tops
4.2,6800.0,Renee,Set Of 4 Very Matte Lipsticks,473,0-2 ML,lipstick
4.2,10.0,ZAROON PRODUCTION,SLEEVELESS COLLAR TOP,270,XS,tops
,,ZAROON PRODUCTION,SLEEVELESS COLLAR TOP,276,XS,tops
4.5,1600.0,FAE BEAUTY,Lush Liquid Blush - Spicy 08,540,5-5.5 ML,blush
,,Thalgo,Velvet Cleansing Milk -200 ml,2700,150-200 ML,face wash and cleanser
,,Thalgo,Cleansing Gel - 150 ml,2800,150-200 ML,face wash and cleanser
3.9,617.0,Renee,Lipstick - Queen Bee S06,414,3.5-4 ML,lipstick
,,ZAROON PRODUCTION,Ribbed Bodysuit,305,S,tops
,,ZAROON PRODUCTION,Stylish Ribbed Tank,335,M,tops
4.5,51700.0,Minimalist,Salicylic Acid Face Serum 10ml,236,0-10 ML,serum and gel
,,ZAROON PRODUCTION,Casual Ribbed Top,335,XS,tops
,,ZAROON PRODUCTION,Ribbed Henley Top,343,L,tops
4.4,1100.0,Quench,Cica Pimple Acne Patches-24Pcs,254,Pack,mask and peel
,,ZAROON PRODUCTION,Casual Ribbed Tank,335,XS,tops
,,ZAROON PRODUCTION,TRENDY  RIBBED TOP,335,M,tops
4.5,10100.0,LOreal Professionnel,XtensoCare Hair Serum- 50ml,795,30-50 ML,hair serum
,,ZAROON PRODUCTION,Ribbed Sleeveless Top,335,XS,tops
,,ZAROON PRODUCTION,TRENDY  RIBBED TOP,335,M,tops
4.5,4500.0,Olay,Total Effects Cleanser 100g,212,90-100 ML,face wash and cleanser
,,ZAROON PRODUCTION,TRENDY  RIBBED TOP,318,S,tops
,,Vrishvrindaa,Face Cleanser 100ml,383,90-100 ML,face wash and cleanser
4.6,98500.0,Ponds,Activated Charcoal Face Wash,268,150-200 ML,face wash and cleanser
,,Natural and Herbal Products,Natural Black Hair Powder-100g,399,100-150gm,hair colour
,,Natural and Herbal Products,Natural Hair Dye Powder-100g,399,100-150gm,hair colour
4.5,1400.0,Jovees,Cucumber Skin Toner 200 ml,276,200-220 ML,toner
,,Natural and Herbal Products,Natural Hair Dye Powder-100g,399,100-150gm,hair colour
,,Natural and Herbal Products,Natural Hair Dye Powder-100g,399,100-150gm,hair colour
,,Thalgo,Purete Marine Gel - 200 ml,3400,150-200 ML,face wash and cleanser
,,Natural and Herbal Products,Natural Hair Dye Powder-100g,399,100-150gm,hair colour
,,Natural and Herbal Products,Natural Hair Dye Powder-100g,399,100-150gm,hair colour
4.4,109.0,BRILLARE,Oil Away Face Wash-100ml,323,90-100 ML,face wash and cleanser
,,Radhe Products,Women Wool Shawl,483,Onesize,shawl
,,Radhe Products,Women Wool Shawl,483,Onesize,shawl
4.5,98000.0,Minimalist,Salicylic Face Wash- - 100 ml,284,90-100 ML,face wash and cleanser
,,Radhe Products,Women Wool Shawl,483,Onesize,shawl
,,Radhe Products,Women Wool Shawl,483,Onesize,shawl
,,Aurrelis,Discovery Pack (6x8) 48ml,926,25-50 ML,perfume
,,Radhe Products,Women Wool Shawl,645,Onesize,shawl
,,Radhe Products,Women Wool Shawl,483,Onesize,shawl
3.7,19.0,FLiCKA,Lipstick - Twinkle Twinkle 01,435,4-5 ML,lipstick
,,Bhartiye Products,Structured Handheld Bag,750,Onesize,handbags
,,Radhe Products,Women Wool Shawl,494,Onesize,shawl
4.4,668.0,OROSSENTIALS,Small Oval Wooden Hair Brush,432,Onesize,hair brush and comb
,,Radhe Products,Women Wool Shawl,483,Onesize,shawl
,,Radhe Products,Women Wool Shawl,494,Onesize,shawl
4.5,300.0,KAMA AYURVEDA,Sustain Unisex Cleansing Foam 100 ml,2295,90-100 ML,face wash and cleanser
,,Radhe Products,Women Wool Shawl,483,Onesize,shawl
,,Radhe Products,Women Wool Shawl,645,Onesize,shawl
4.3,14500.0,WOW SKIN SCIENCE,Face Wash with Built-In Brush,298,125-150 ML,face wash and cleanser
,,Radhe Products,Women Wool Shawl,483,Onesize,shawl
,,Radhe Products,Women Wool Shawl,483,Onesize,shawl
4.2,6800.0,Renee,Set Of 4 Very Matte Lipsticks,473,0-2 ML,lipstick
,,ELITO PRODUCTS,Printed Washing Machine Cover,452,XL,appliance covers
,,ELITO PRODUCTS,Printed Washing Machine Cover,452,XL,appliance covers
4.5,1600.0,FAE BEAUTY,Lush Liquid Blush - Spicy 08,540,5-5.5 ML,blush
,,ELITO PRODUCTS,Printed Washing Machine Cover,452,XL,appliance covers
,,ELITO PRODUCTS,Printed Washing Machine Cover,452,XL,appliance covers
3.9,617.0,Renee,Lipstick - Queen Bee S06,414,3.5-4 ML,lipstick
,,ELITO PRODUCTS,Printed Washing Machine Cover,452,M,appliance covers
,,ELITO PRODUCTS,Printed Washing Machine Cover,452,M,appliance covers
4.5,51700.0,Minimalist,Salicylic Acid Face Serum 10ml,236,0-10 ML,serum and gel
,,ELITO PRODUCTS,Printed Washing Machine Cover,452,M,appliance covers
,,ELITO PRODUCTS,Printed Washing Machine Cover,452,M,appliance covers
4.4,1100.0,Quench,Cica Pimple Acne Patches-24Pcs,254,Pack,mask and peel
,,Seboncare,2Pcs Serum - 20 ml Each,385,10-20 ML,serum and gel
,,Seboncare,2Pcs 24K Gold Serum 20 ml Each,385,10-20 ML,serum and gel
4.5,10100.0,LOreal Professionnel,XtensoCare Hair Serum- 50ml,795,30-50 ML,hair serum
,,Clinique,High Impact Serum - 3ml,5150,0-5 ML,mascara
,,PARWATI GRAMUDYOG HERBAL PRODUCTS,Set Of 2 Face Serum 30 ml,798,Pack,serum and gel
4.5,4500.0,Olay,Total Effects Cleanser 100g,212,90-100 ML,face wash and cleanser
,,Kora Organics,Kakadu Plum Vitamin C Serum,2800,0-10 ML,serum and gel
,,Kora Organics,Kakadu Plum Vitamin C Serum,7200,20-30 ML,serum and gel
4.6,98500.0,Ponds,Activated Charcoal Face Wash,268,150-200 ML,face wash and cleanser
,,NATURAL HEALTH & HERBAL PRODUCTS,Handmade Lip Balm- 8 g,399,6-8gm,lip balm
,,NATURAL HEALTH & HERBAL PRODUCTS,Lip Balm- 8 g- Watermelon,399,6-8gm,lip balm
4.5,1400.0,Jovees,Cucumber Skin Toner 200 ml,276,200-220 ML,toner
,,NATURAL HEALTH & HERBAL PRODUCTS,Lip Balm- 8 g- Strawberry,399,6-8gm,lip balm
,,Natural Health Products,Strawberry Lip Balm - 8 g,399,6-8gm,lip balm
,,Thalgo,Purete Marine Gel - 200 ml,3400,150-200 ML,face wash and cleanser
,,Natural Health Products,Water-Melon Lip Balm - 8 g,399,6-8gm,lip balm
,,Natural Health Products,Indigo Powder Color - 200 g,248,150-200gm,hair colour
4.5,98000.0,Minimalist,Salicylic Face Wash- - 100 ml,284,90-100 ML,face wash and cleanser
,,Adbeni,Matte Compact Powder - 20 g,328,20-30gm,compact
,,VaYou,Botanic Balance Face Scrub,628,80-100gm,face scrub and exfoliator
,,Aurrelis,Discovery Pack (6x8) 48ml,926,25-50 ML,perfume
,,DERMA KR,10% Niacinamide Serum - 30 ml,625,30-40 ML,serum and gel
,,COSMO HUB,Glow Snail Mist- 50 ml,1774,50-75 ML,face mist
3.7,19.0,FLiCKA,Lipstick - Twinkle Twinkle 01,435,4-5 ML,lipstick
,,Organifly Living Products,Square Cushion Covers,499,"16""X16""",cushion covers
,,Organifly Living Products,Printed Cushion Cover,499,"16""X16""",cushion covers
4.4,668.0,OROSSENTIALS,Small Oval Wooden Hair Brush,432,Onesize,hair brush and comb
,,Bhartiye Products,Structured Handheld Bag,750,Onesize,handbags
,,Organifly Living Products,Printed Square Cushion Cover,499,"16""X16""",cushion covers
4.5,300.0,KAMA AYURVEDA,Sustain Unisex Cleansing Foam 100 ml,2295,90-100 ML,face wash and cleanser
,,Organifly Living Products,Square Cushion Covers,499,"16""X16""",cushion covers
,,Organifly Living Products,Printed Square Cushion Cover,499,"16""X16""",cushion covers
4.3,14500.0,WOW SKIN SCIENCE,Face Wash with Built-In Brush,298,125-150 ML,face wash and cleanser
,,Organifly Living Products,Printed Square Cushion Cover,499,"16""X16""",cushion covers
,,Organifly Living Products,Square Cushion Cover,499,"16""X16""",cushion covers
4.2,6800.0,Renee,Set Of 4 Very Matte Lipsticks,473,0-2 ML,lipstick
,,Organifly Living Products,Set of 2 Square Cushion Covers,798,"16""X16""",cushion covers
,,Organifly Living Products,Square Cushion Covers,499,"16""X16""",cushion covers
4.5,1600.0,FAE BEAUTY,Lush Liquid Blush - Spicy 08,540,5-5.5 ML,blush
,,Organifly Living Products,Printed Square Cushion Cover,499,"16""X16""",cushion covers
,,Organifly Living Products,Polyester Square Cushion Covers,599,"12""X12""",cushion covers
3.9,617.0,Renee,Lipstick - Queen Bee S06,414,3.5-4 ML,lipstick
,,Jivada,Clarifying Face Cleanser 100ml,583,90-100 ML,face wash and cleanser
,,MySmile,Red Onion Shampoo - 200 ml,399,100-150 ML,shampoo
4.5,51700.0,Minimalist,Salicylic Acid Face Serum 10ml,236,0-10 ML,serum and gel
,,MEDHZ,Oily Skin Cleanser- 100 ml,840,90-100 ML,face wash and cleanser
,,FORESTREE,Fenugreek Seed Powder - 100 g,385,90-100gm,mask and peel
4.4,1100.0,Quench,Cica Pimple Acne Patches-24Pcs,254,Pack,mask and peel
,,Ancient Living Products Pvt Ltd,Ashta Dasa Hair Oil- 200 ml,975,200ML,hair oil
,,Radium,Pro Keratin Shampoo - 300 ml,499,280-300 ML,shampoo
4.5,10100.0,LOreal Professionnel,XtensoCare Hair Serum- 50ml,795,30-50 ML,hair serum
4.2,5.0,GLISNA,2-Pcs Ayur Lepa Face Pack,500,70-80gm,mask and peel
,,SIMREE,Am & Pm Skincare Duo & Gua Sha,7304,40-50 ML,skin care combo
4.5,4500.0,Olay,Total Effects Cleanser 100g,212,90-100 ML,face wash and cleanser
,,DermaBay,0.3% Retinol Serum,560,20-30 ML,serum and gel
,,DermaBay,Set of 2 Anti-Aging Serum,1197,50-100 ML,serum and gel
4.6,98500.0,Ponds,Activated Charcoal Face Wash,268,150-200 ML,face wash and cleanser
4.5,1900.0,TNW the natural wash,Face Wash & Sunscreen Combo,559,Pack,skin care combo
,,VLCC,Facial & Pedicure-Manicure Set,700,Pack,skin care combo
4.5,1400.0,Jovees,Cucumber Skin Toner 200 ml,276,200-220 ML,toner
,,Rahul Phate Research Product,HydraAqua Brightening Gel 250g,1349,200-250gm,serum and gel
,,Rahul Phate Research Product,Tejo-Gold Moisturizing Gel 50g,499,200-250gm,serum and gel
,,Thalgo,Purete Marine Gel - 200 ml,3400,150-200 ML,face wash and cleanser
,,Rahul Phate Research Product,TejoGold Moisturizing Gel 200g,2399,200-250gm,serum and gel
,,Rahul Phate Research Product,Ulticare Beauty Serum -100 ml,1699,200-250gm,serum and gel
4.4,109.0,BRILLARE,Oil Away Face Wash-100ml,323,90-100 ML,face wash and cleanser
,,Rahul Phate Research Product,Tejasvini Skin Polish,560,Onesize,facial oil
4.0,5.0,THE SOUMI'S CAN PRODUCT,Green Coffee Scrubber & Serum,491,400 ML & Above,skin care combo
4.5,98000.0,Minimalist,Salicylic Face Wash- - 100 ml,284,90-100 ML,face wash and cleanser
,,NATURAL HEALTH & HERBAL PRODUCTS,Indigo Powder- Black,349,50-100gm,hair colour
4.8,9.0,Lotus Herbals,3-Pcs WhiteGlow Face Wash,720,Pack,face wash and cleanser
,,Aurrelis,Discovery Pack (6x8) 48ml,926,25-50 ML,perfume
4.5,60.0,Lotus Herbals,Whiteglow 2Pcs Face Wash,551,Pack,face wash and cleanser
4.5,94.0,THE SOUMI'S CAN PRODUCT,2-Pcs Olive Body Massage Oil,358,300 ML & Above,massage oils
3.7,19.0,FLiCKA,Lipstick - Twinkle Twinkle 01,435,4-5 ML,lipstick
4.5,6.0,Rahul Phate Research Product,Genta-Sensi Shampoo - 200ml,299,200-220 ML,shampoo
,,Bhartiye Products,Structured Handheld Bag,750,Onesize,handbags
4.4,668.0,OROSSENTIALS,Small Oval Wooden Hair Brush,432,Onesize,hair brush and comb
,,DONATO STYLING PRODUCTS,Saffron Oud Rosso EDP - 30 ml,1500,25-50 ML,perfume
,,DONATO STYLING PRODUCTS,Oud Rosso EDP - 10 ml,500,0-25 ML,perfume
4.5,300.0,KAMA AYURVEDA,Sustain Unisex Cleansing Foam 100 ml,2295,90-100 ML,face wash and cleanser
,,NATURAL HEALTH & HERBAL PRODUCTS,2P Natural Henna Leaves Powder,798,150-200gm,hair colour
,,NATURAL HEALTH & HERBAL PRODUCTS,Set Of 2 Henna Powder,798,300gm & Above,hair colour
4.3,14500.0,WOW SKIN SCIENCE,Face Wash with Built-In Brush,298,125-150 ML,face wash and cleanser
,,KOZICARE,Body Wash & Body Lotion Combo,489,Pack,bath and body combo
,,ROSA,Fruit Cream - 500 ml,280,300 ML & Above,day cream
4.2,6800.0,Renee,Set Of 4 Very Matte Lipsticks,473,0-2 ML,lipstick
,,Lush Naturals,3 Tea Tree Oil Natural Soaps,660,300 Gram,soap
4.4,1400.0,VLCC,Face Wash & Sunscreen Combo,667,Pack,skin care combo
4.5,1600.0,FAE BEAUTY,Lush Liquid Blush - Spicy 08,540,5-5.5 ML,blush
4.4,2200.0,VLCC,Face Wash & Sunscreen Combo,824,Pack,skin care combo
3.4,16.0,Menjewell,Premium Shahi Kewda Attar,346,10-15 ML,attar
3.9,617.0,Renee,Lipstick - Queen Bee S06,414,3.5-4 ML,lipstick
,,SEREKO,Daily Glow Facial Gift Set,2100,Pack,facial kit
3.5,74.0,PERPAA,Set of 4 Creamy Matte Lipstick,244,Pack,lipstick
4.5,51700.0,Minimalist,Salicylic Acid Face Serum 10ml,236,0-10 ML,serum and gel
3.3,37.0,PERPAA,Set of 4 Creamy Matte Lipstick,244,Pack,lipstick
3.2,42.0,PERPAA,Set of 4 Creamy Matte Lipstick,244,Pack,lipstick
4.4,1100.0,Quench,Cica Pimple Acne Patches-24Pcs,254,Pack,mask and peel
3.6,34.0,PERPAA,Set of 4 Creamy Matte Lipstick,244,Pack,lipstick
3.6,34.0,PERPAA,Set of 4 Creamy Matte Lipstick,244,Pack,lipstick
4.5,10100.0,LOreal Professionnel,XtensoCare Hair Serum- 50ml,795,30-50 ML,hair serum
3.3,56.0,PERPAA,Set of 4 Creamy Matte Lipstick,242,Pack,lipstick
3.4,268.0,PERPAA,Set of 4 Creamy Matte Lipstick,244,Pack,lipstick
4.5,4500.0,Olay,Total Effects Cleanser 100g,212,90-100 ML,face wash and cleanser
3.3,56.0,PERPAA,Set of 4 Creamy Matte Lipstick,274,Pack,lipstick
3.3,37.0,PERPAA,Set of 4 Creamy Matte Lipstick,244,Pack,lipstick
4.6,98500.0,Ponds,Activated Charcoal Face Wash,268,150-200 ML,face wash and cleanser
3.4,268.0,PERPAA,Set of 4 Creamy Matte Lipstick,238,Pack,lipstick
3.3,37.0,PERPAA,Set of 4 Creamy Matte Lipstick,244,Pack,lipstick
4.5,1400.0,Jovees,Cucumber Skin Toner 200 ml,276,200-220 ML,toner
3.6,34.0,PERPAA,Set of 4 Creamy Matte Lipstick,244,Pack,lipstick
3.6,34.0,PERPAA,Set of 4 Creamy Matte Lipstick,238,Pack,lipstick
,,Thalgo,Purete Marine Gel - 200 ml,3400,150-200 ML,face wash and cleanser
3.5,74.0,PERPAA,Set of 4 Creamy Matte Lipstick,244,Pack,lipstick
3.4,268.0,PERPAA,Set of 4 Creamy Matte Lipstick,244,Pack,lipstick
4.4,109.0,BRILLARE,Oil Away Face Wash-100ml,323,90-100 ML,face wash and cleanser
,,La Pink,3Pcs Face Wash-Scrub-Day Cream,740,Pack,skin care combo
,,La Pink,Face Wash & Face Scrub,467,Pack,skin care combo
4.5,98000.0,Minimalist,Salicylic Face Wash- - 100 ml,284,90-100 ML,face wash and cleanser
,,La Pink,2 Pcs Face Wash & Night Cream,605,Pack,skin care combo
,,La Pink,Face Wash & Face Toner,467,Pack,skin care combo
,,Aurrelis,Discovery Pack (6x8) 48ml,926,25-50 ML,perfume
,,FEELHIGH,Set of Face & Foot Scrub,498,500 ML & Above,body scrub and exfoliator
,,Mantra Herbal,Glowing Face Gel - 100ml,1150,Onesize,serum and gel
3.7,19.0,FLiCKA,Lipstick - Twinkle Twinkle 01,435,4-5 ML,lipstick
,,Bhartiye Products,Structured Handheld Bag,750,Onesize,handbags
4.5,54.0,TNW the natural wash,Set of 2 Sun Defence Sunscreen,700,40-50 ML,face sunscreen
4.4,668.0,OROSSENTIALS,Small Oval Wooden Hair Brush,432,Onesize,hair brush and comb
,,Menjewell,Golden Musk Floral Attar - 9ml,460,5-10 ML,attar
3.6,187.0,PERPAA,Set Of 2 Lipstick 100gm,347,Pack,lipstick
4.5,300.0,KAMA AYURVEDA,Sustain Unisex Cleansing Foam 100 ml,2295,90-100 ML,face wash and cleanser
,,Khadi Organique,Set Of 6 Saffron Soap,594,M,soap
,,Khadi Organique,Set Of 4 Mix Fruit Soap,440,M,soap
4.3,14500.0,WOW SKIN SCIENCE,Face Wash with Built-In Brush,298,125-150 ML,face wash and cleanser
,,Khadi Organique,Set of 5 Mix Fruit Handmade Soap with Essential Oils 125 g (Each),550,M,soap
,,Khadi Organique,Set of 8 Saffron Handmade Soap with Essential Oils 125 g (Each),792,M,soap
4.2,6800.0,Renee,Set Of 4 Very Matte Lipsticks,473,0-2 ML,lipstick
,,Ancient Living Products Pvt Ltd,Ashta Dasa Hair Oil 100ml,525,100ML,hair oil
,,MasKing,Set of 3 Facial Sheet Masks,397,Pack,mask and peel
4.5,1600.0,FAE BEAUTY,Lush Liquid Blush - Spicy 08,540,5-5.5 ML,blush
3.9,9.0,COROnation Herbal,Vitamin C Body Wash - 300ml,207,250-300 ML,body wash and shower gel
3.9,9.0,COROnation Herbal,Set of 2 Vitamin C Body Wash,309,Pack,body wash and shower gel
3.9,617.0,Renee,Lipstick - Queen Bee S06,414,3.5-4 ML,lipstick
,,Kaina skincare,Ubtan Body Gel - 100 g,399,50-100 ML,serum and gel
,,NatureNova Herbals,Hair Care Kit - 515ml,918,Pack,hair care gift set
4.5,51700.0,Minimalist,Salicylic Acid Face Serum 10ml,236,0-10 ML,serum and gel
,,NatureNova Herbals,Hair Care Kit - 415ml,783,Pack,hair care gift set
,,NatureNova Herbals,Hair Care Kit - 515ml,1044,Pack,hair care gift set
4.4,1100.0,Quench,Cica Pimple Acne Patches-24Pcs,254,Pack,mask and peel
,,NatureNova Herbals,Hair Care Kit - 415ml,909,Pack,hair care gift set
4.4,11.0,TRUNEXT,Onion Black Seed Hair Mask,447,180-200 ML,hair masks
4.5,10100.0,LOreal Professionnel,XtensoCare Hair Serum- 50ml,795,30-50 ML,hair serum
,,NatureNova Herbals,Softening & Shining Fruit Conditioner 115 ml,235,100-150 ML,conditioner
4.3,68.0,DeBelle,Set of 2 Gel Nail Polish,499,15-20 ML,nail polish
4.5,4500.0,Olay,Total Effects Cleanser 100g,212,90-100 ML,face wash and cleanser
4.3,8.0,NEWISH,Cold Pressed Castor Oil,898,400ML,hair oil
,,THE SOUMI'S CAN PRODUCT,2Pc Anti Wrinkle Serums,228,150-200 ML,serum and gel
4.6,98500.0,Ponds,Activated Charcoal Face Wash,268,150-200 ML,face wash and cleanser
,,THE SOUMI'S CAN PRODUCT,2pc Milk Mask&AntiWrinkleCream,450,90-100 ML,skin care combo
,,THE SOUMI'S CAN PRODUCT,Scrubber & Moisturizing Cream,391,90-100 ML,skin care combo
4.5,1400.0,Jovees,Cucumber Skin Toner 200 ml,276,200-220 ML,toner
4.4,10.0,Globus naturals,Set Of 3 Skin Care Combo,989,280-300 ML,skin care combo
4.8,13.0,Nourish Mantra,Set of 3 Hair Finishing Stick,1047,Pack,hair gels and wax
,,Thalgo,Purete Marine Gel - 200 ml,3400,150-200 ML,face wash and cleanser
4.5,10100.0,Lakme,Face It Blush-Flushed Pink B2,200,4-4.5 ML,blush
4.5,10100.0,Lakme,Face It Blush-Perfect Plum B3,200,4-4.5 ML,blush
